Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_TRANS_F16,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_STAT_STALL,CPC_UTCL1_STALL_ON_TRANSLATION,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
20,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,95,4316,4316,2097152,512,32768,0,4,132,32,64,0x0,0x745290de60c0,32768,116064256,23349791,1868674940,0,0,33554432,33554432,0.0,0.0,0.0,1048576.0,1358954496.0,1358954496.0,1342177280.0,16777216.0,1135616,0,140207,140004,1135130,0,139879,139696,1135611,0,140239,140045,1135267,0,139880,139710,1135573,0,140149,139957,1135279,0,139782,139631,1135552,0,140170,139975,1135234,0,139837,139671,1135438,0,140239,139994,1135112,0,139987,139756,1135403,0,140256,140018,1135078,0,139956,139741,1135381,0,140244,139993,1135009,0,139920,139686,1135375,0,140248,140003,1135045,0,139978,139743,1118627,8594,0,72280296,66745699,64602,72302624,72302624,1930621353976447,1930750875685259,1930750880114561,1930621359583979
21,__amd_rocclr_copyBuffer.kd,2,0,101,4316,4316,1024,512,0,0,16,0,32,64,0x0,0x745291833a80,16,160,233,18804,0,0,0,0,0.0,0.0,0.0,16.0,2048.0,2048.0,1024.0,1024.0,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,63301,7930,0,107243,0,16,130318,130318,1930621364328637,1930750883216543,1930750883219547,1930621364932168
22,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,104,4316,4316,2097152,512,32768,0,4,132,32,64,0x0,0x745290de60c0,32768,116064256,23354527,1868996920,0,0,33554432,33554432,0.0,0.0,0.0,1048576.0,1358954496.0,1358954496.0,1342177280.0,16777216.0,1145863,0,138862,138726,1145836,0,138634,138500,1145983,0,138809,138685,1145933,0,138601,138484,1145767,0,138747,138633,1145852,0,138578,138460,1145942,0,138799,138683,1145884,0,138623,138488,1145746,0,138797,138679,1145644,0,138615,138482,1145725,0,138835,138704,1145641,0,138646,138506,1145809,0,138768,138641,1145897,0,138583,138465,1145692,0,138768,138651,1145764,0,138588,138460,1108883,8404,0,72152381,66632111,61453,72173448,72173448,1930621366123377,1930750883240218,1930750887672684,1930621371751289
23,__amd_rocclr_copyBuffer.kd,2,0,110,4316,4316,1024,512,0,0,16,0,32,64,0x0,0x745291833a80,16,160,208,16720,0,0,0,0,0.0,0.0,0.0,16.0,2048.0,2048.0,1024.0,1024.0,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,63085,7935,0,107602,0,16,130425,130425,1930621376503317,1930750890773708,1930750890776913,1930621377092387
24,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,113,4316,4316,2097152,512,32768,0,4,132,32,64,0x0,0x745290de60c0,32768,116064256,23303388,1863905292,0,0,33554432,33554432,0.0,0.0,0.0,1048576.0,1358954496.0,1358954496.0,1342177280.0,16777216.0,1091327,0,140289,139530,1091362,0,140303,139533,1091531,0,140315,139543,1091456,0,140349,139572,1091479,0,140320,139528,1091485,0,140250,139457,1091506,0,140336,139529,1091540,0,140304,139495,1091634,0,140319,139578,1091569,0,140340,139524,1091594,0,140371,139615,1091647,0,140237,139445,1091666,0,140315,139548,1091818,0,140210,139407,1091463,0,140421,139621,1091653,0,140224,139394,1136541,8411,0,72105524,66543027,72494,72127110,72127110,1930621378272039,1930750890801588,1930750895226524,1930621383911077
25,__amd_rocclr_copyBuffer.kd,2,0,119,4316,4316,1024,512,0,0,16,0,32,64,0x0,0x745291833a80,16,160,204,16628,0,0,0,0,0.0,0.0,0.0,16.0,2048.0,2048.0,1024.0,1024.0,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,63366,7924,0,108077,0,16,130996,130996,1930621388653482,1930750898336117,1930750898339441,1930621389280458
26,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,122,4316,4316,2097152,512,32768,0,4,132,32,64,0x0,0x745290de60c0,32768,116064256,23294567,1863951656,0,0,33554432,33554432,0.0,0.0,0.0,1048576.0,1358954496.0,1358954496.0,1342177280.0,16777216.0,1140267,0,139628,139195,1140156,0,139580,139155,1140296,0,139604,139200,1140239,0,139537,139133,1140322,0,139549,139111,1140144,0,139497,139093,1140285,0,139598,139154,1140289,0,139512,139092,1140268,0,139678,139214,1140205,0,139676,139186,1140324,0,139624,139181,1140141,0,139605,139140,1140384,0,139642,139164,1140112,0,139582,139101,1140102,0,139673,139189,1140007,0,139671,139153,1111306,8588,0,72107502,66562238,63910,72127826,72127826,1930621390467381,1930750898362996,1930750902787251,1930621396108963
27,__amd_rocclr_copyBuffer.kd,2,0,128,4316,4316,1024,512,0,0,16,0,32,64,0x0,0x745291833a80,16,160,191,16308,0,0,0,0,0.0,0.0,0.0,16.0,2048.0,2048.0,1024.0,1024.0,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,62830,8124,0,106830,0,16,129435,129435,1930621400840520,1930750905889953,1930750905892758,1930621401429741
28,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,131,4316,4316,2097152,512,32768,0,4,132,32,64,0x0,0x745290de60c0,32768,116064256,23391810,1871493676,0,0,33554432,33554432,0.0,0.0,0.0,1048576.0,1358954496.0,1358954496.0,1342177280.0,16777216.0,1134899,0,142558,140582,1134926,0,142783,140779,1134813,0,142562,140576,1134794,0,142750,140754,1134921,0,142540,140533,1134969,0,142709,140746,1134725,0,142596,140571,1134791,0,142711,140721,1134787,0,142244,140580,1134744,0,142431,140791,1134950,0,142343,140653,1134998,0,142470,140817,1134846,0,142192,140535,1134951,0,142345,140701,1134922,0,142211,140557,1134996,0,142409,140753,1118149,8404,0,72067086,66565864,72272,72089856,72089856,1930621402618797,1930750905914269,1930750910341729,1930621408284905
29,__amd_rocclr_copyBuffer.kd,2,0,137,4316,4316,1024,512,0,0,16,0,32,64,0x0,0x745291833a80,16,160,216,17388,0,0,0,0,0.0,0.0,0.0,16.0,2048.0,2048.0,1024.0,1024.0,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,63652,8132,0,107633,0,16,131026,131026,1930621413052997,1930750913443310,1930750913446234,1930621413637871
30,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,140,4316,4316,2097152,512,32768,0,4,132,32,64,0x0,0x745290de60c0,32768,116064256,23401444,1871914896,0,0,33554432,33554432,0.0,0.0,0.0,1048576.0,1358954496.0,1358954496.0,1342177280.0,16777216.0,1131228,0,141774,140488,1131223,0,141682,140370,1131265,0,141769,140480,1131220,0,141662,140338,1131327,0,141740,140436,1131245,0,141645,140332,1131221,0,141802,140492,1131236,0,141693,140377,1131220,0,141625,140446,1131204,0,141680,140461,1131317,0,141651,140456,1131269,0,141683,140454,1131336,0,141606,140399,1131264,0,141537,140332,1131347,0,141664,140454,1131233,0,141615,140392,1114624,8589,0,72082580,66553759,63562,72102247,72102247,1930621414811154,1930750913468066,1930750917890077,1930621420454598
31,__amd_rocclr_copyBuffer.kd,2,0,146,4316,4316,1024,512,0,0,16,0,32,64,0x0,0x745291833a80,16,160,229,18760,0,0,0,0,0.0,0.0,0.0,16.0,2048.0,2048.0,1024.0,1024.0,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,16,0,16,16,12,0,16,16,9,0,16,16,8,0,16,16,16,0,16,16,12,0,16,16,12,0,16,16,12,0,16,16,63933,7939,0,107839,0,16,131540,131540,1930621425223612,1930750920991538,1930750920994703,1930621425814745
32,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,149,4316,4316,2097152,512,32768,0,4,132,32,64,0x0,0x745290de60c0,32768,116064256,23381535,1871189216,0,0,33554432,33554432,0.0,0.0,0.0,1048576.0,1358954496.0,1358954496.0,1342177280.0,16777216.0,1130745,0,140354,140100,1130585,0,140407,140148,1130552,0,140305,140059,1130569,0,140374,140125,1130634,0,140359,140109,1130596,0,140431,140168,1130548,0,140342,140088,1130462,0,140454,140178,1130687,0,140399,140124,1130665,0,140495,140217,1130616,0,140389,140121,1130726,0,140423,140161,1130502,0,140403,140107,1130600,0,140442,140177,1130629,0,140390,140109,1130777,0,140538,140234,1114441,8581,0,72147108,66648356,66669,72167623,72167623,1930621426970772,1930750921018818,1930750925445637,1930621432595329
33,"ref_kernel(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, int, int, int) [clone .kd]",2,0,151,4316,4316,67108864,256,0,0,52,4,48,64,0x0,0x745290de5fc0,1048576,24907874304,4982054384,398564483784,0,0,67108864,8657043456,0.0,0.0,0.0,1048576.0,277092499456.0,277092499456.0,277025390592.0,67108864.0,581884756,0,660282,2717,581929069,0,660552,2715,581866116,0,660420,2702,581901594,0,660239,2676,582080597,0,660738,2721,582201575,0,661004,2725,581963617,0,661251,2668,581992502,0,661189,2674,581889258,0,661032,2711,581925937,0,661158,2716,581863274,0,660765,2666,581900854,0,660989,2674,582111756,0,660901,2659,582219411,0,661263,2672,582001599,0,661265,2659,582032323,0,661284,2654,5213291,8715,0,2885603032,2525037554,1949300855,2885630384,2885630384,1930621433852596,1930750925516017,1930751141927685,1930621651434611
