Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_TRANS_F32,SQ_INSTS_VALU_ADD_F64,SQ_INSTS_VALU_MUL_F64,SQ_INSTS_VALU_FMA_F64,SQ_INSTS_VALU_TRANS_F64,TA_BUFFER_COALESCED_READ_CYCLES_sum,TA_BUFFER_COALESCED_WRITE_CYCLES_sum,TD_COALESCABLE_WAVEFRONT_sum,TCP_TOTAL_ATOMIC_WITH_RET_sum,TCP_TOTAL_ATOMIC_WITHOUT_RET_sum,TCP_TOTAL_WRITEBACK_INVALIDATES_sum,TCP_TOTAL_CACHE_ACCESSES_sum,TCC_EA0_ATOMIC[0],TCC_EA0_RDREQ_LEVEL[0],TCC_EA0_WRREQ_LEVEL[0],TCC_EA0_ATOMIC_LEVEL[0],TCC_EA0_ATOMIC[1],TCC_EA0_RDREQ_LEVEL[1],TCC_EA0_WRREQ_LEVEL[1],TCC_EA0_ATOMIC_LEVEL[1],TCC_EA0_ATOMIC[2],TCC_EA0_RDREQ_LEVEL[2],TCC_EA0_WRREQ_LEVEL[2],TCC_EA0_ATOMIC_LEVEL[2],TCC_EA0_ATOMIC[3],TCC_EA0_RDREQ_LEVEL[3],TCC_EA0_WRREQ_LEVEL[3],TCC_EA0_ATOMIC_LEVEL[3],TCC_EA0_ATOMIC[4],TCC_EA0_RDREQ_LEVEL[4],TCC_EA0_WRREQ_LEVEL[4],TCC_EA0_ATOMIC_LEVEL[4],TCC_EA0_ATOMIC[5],TCC_EA0_RDREQ_LEVEL[5],TCC_EA0_WRREQ_LEVEL[5],TCC_EA0_ATOMIC_LEVEL[5],TCC_EA0_ATOMIC[6],TCC_EA0_RDREQ_LEVEL[6],TCC_EA0_WRREQ_LEVEL[6],TCC_EA0_ATOMIC_LEVEL[6],TCC_EA0_ATOMIC[7],TCC_EA0_RDREQ_LEVEL[7],TCC_EA0_WRREQ_LEVEL[7],TCC_EA0_ATOMIC_LEVEL[7],TCC_EA0_ATOMIC[8],TCC_EA0_RDREQ_LEVEL[8],TCC_EA0_WRREQ_LEVEL[8],TCC_EA0_ATOMIC_LEVEL[8],TCC_EA0_ATOMIC[9],TCC_EA0_RDREQ_LEVEL[9],TCC_EA0_WRREQ_LEVEL[9],TCC_EA0_ATOMIC_LEVEL[9],TCC_EA0_ATOMIC[10],TCC_EA0_RDREQ_LEVEL[10],TCC_EA0_WRREQ_LEVEL[10],TCC_EA0_ATOMIC_LEVEL[10],TCC_EA0_ATOMIC[11],TCC_EA0_RDREQ_LEVEL[11],TCC_EA0_WRREQ_LEVEL[11],TCC_EA0_ATOMIC_LEVEL[11],TCC_EA0_ATOMIC[12],TCC_EA0_RDREQ_LEVEL[12],TCC_EA0_WRREQ_LEVEL[12],TCC_EA0_ATOMIC_LEVEL[12],TCC_EA0_ATOMIC[13],TCC_EA0_RDREQ_LEVEL[13],TCC_EA0_WRREQ_LEVEL[13],TCC_EA0_ATOMIC_LEVEL[13],TCC_EA0_ATOMIC[14],TCC_EA0_RDREQ_LEVEL[14],TCC_EA0_WRREQ_LEVEL[14],TCC_EA0_ATOMIC_LEVEL[14],TCC_EA0_ATOMIC[15],TCC_EA0_RDREQ_LEVEL[15],TCC_EA0_WRREQ_LEVEL[15],TCC_EA0_ATOMIC_LEVEL[15],CPC_CPC_UTCL2IU_BUSY,CPC_CPC_UTCL2IU_IDLE,CPF_CMP_UTCL1_STALL_ON_TRANSLATION,SPI_RA_RES_STALL_CSN,SPI_RA_TMP_STALL_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
20,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,95,4500,4500,2097152,512,32768,0,4,132,32,64,0x0,0x79ba982760c0,33554432,319206288,25536395004,0,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,339738624.0,0,567613777,35234988,0,0,583928435,36439792,0,0,586934743,36158211,0,0,590208040,36909207,0,0,590994349,35388972,0,0,587926216,35371556,0,0,619660458,37115706,0,0,601594606,36182506,0,0,565336633,35192604,0,0,583746117,36477079,0,0,586860092,36203224,0,0,590155286,36721317,0,0,590605808,35230088,0,0,587844340,35140847,0,0,619558274,36995425,0,0,601560283,36037518,0,8637,71953367,75,66407165,0,1930630635786556,1930750875685259,1930750880114561,1930630641344053
21,__amd_rocclr_copyBuffer.kd,2,0,101,4500,4500,1024,512,0,0,16,0,32,64,0x0,0x79ba982aba80,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,512.0,0,38463,3812,0,0,38097,4044,0,0,39205,3667,0,0,37859,3744,0,0,40278,3794,0,0,38680,4050,0,0,39006,3971,0,0,39211,3770,0,0,37752,3631,0,0,37893,4082,0,0,38458,3710,0,0,37519,3701,0,0,40795,4030,0,0,38586,4091,0,0,38847,3856,0,0,39066,3712,0,12043,123267,0,0,0,1930630645798442,1930750883216543,1930750883219547,1930630646364278
22,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,104,4500,4500,2097152,512,32768,0,4,132,32,64,0x0,0x79ba982760c0,33554432,319202431,25536413624,0,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,339738624.0,0,570453159,37332698,0,0,586988955,38360820,0,0,590845639,38290706,0,0,593377613,39014768,0,0,594086249,36944766,0,0,590589570,36679405,0,0,622315157,38721562,0,0,604318863,37512016,0,0,568382269,37190345,0,0,586902805,38173758,0,0,590981503,38435948,0,0,593342688,38500663,0,0,593855643,36725272,0,0,590620210,36507590,0,0,622332405,38552264,0,0,604473387,37360520,0,8457,72157216,0,66524699,0,1930630647404154,1930750883240218,1930750887672684,1930630652946309
23,__amd_rocclr_copyBuffer.kd,2,0,110,4500,4500,1024,512,0,0,16,0,32,64,0x0,0x79ba982aba80,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,512.0,0,37030,4031,0,0,36991,4069,0,0,38604,3693,0,0,37305,3722,0,0,37660,4003,0,0,37418,3905,0,0,37806,3947,0,0,38789,3804,0,0,37147,3804,0,0,36832,3894,0,0,38257,3631,0,0,37445,3737,0,0,37779,4180,0,0,37552,4082,0,0,39078,3872,0,0,39548,3718,0,12048,122097,0,0,0,1930630657328180,1930750890773708,1930750890776913,1930630657899023
24,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,113,4500,4500,2097152,512,32768,0,4,132,32,64,0x0,0x79ba982760c0,33554432,319205447,25536347728,0,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,339738624.0,0,585201115,36250549,0,0,602613279,37352731,0,0,604792287,37186135,0,0,609497042,37770696,0,0,609507612,36035666,0,0,606447556,35710109,0,0,638814922,37746950,0,0,620428009,36424897,0,0,582972888,36201186,0,0,602545968,37169345,0,0,604728437,37292750,0,0,609420059,37566040,0,0,609311810,35805405,0,0,606408232,35728291,0,0,638730584,37550925,0,0,620400751,36434107,0,8271,72041111,0,66491256,0,1930630658942655,1930750890801588,1930750895226524,1930630664485511
25,__amd_rocclr_copyBuffer.kd,2,0,119,4500,4500,1024,512,0,0,16,0,32,64,0x0,0x79ba982aba80,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,512.0,0,36967,4037,0,0,37736,4128,0,0,36872,3669,0,0,37905,3712,0,0,38619,4024,0,0,38161,3913,0,0,38680,3950,0,0,39436,3799,0,0,38239,3804,0,0,38670,3905,0,0,38199,3622,0,0,38542,3695,0,0,37365,4267,0,0,37103,4154,0,0,37301,3844,0,0,38676,3710,0,11850,123652,0,0,0,1930630668899781,1930750898336117,1930750898339441,1930630669479497
26,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,122,4500,4500,2097152,512,32768,0,4,132,32,64,0x0,0x79ba982760c0,33554432,319203781,25536535636,0,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,339738624.0,0,555761951,37658494,0,0,569645290,38526309,0,0,574405484,38756451,0,0,576610695,38881559,0,0,577974586,37199320,0,0,573506403,37001905,0,0,605282324,39051011,0,0,585729214,37801072,0,0,553657738,37828840,0,0,569552484,38580532,0,0,574164823,39050865,0,0,576310442,38878251,0,0,577538554,37108553,0,0,573441780,36942004,0,0,604981562,38978725,0,0,585564867,37770623,0,8644,72107440,77,66426221,0,1930630670522086,1930750898362996,1930750902787251,1930630676047347
27,__amd_rocclr_copyBuffer.kd,2,0,128,4500,4500,1024,512,0,0,16,0,32,64,0x0,0x79ba982aba80,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,512.0,0,37879,3815,0,0,38053,3893,0,0,38314,3659,0,0,37642,3712,0,0,39980,3796,0,0,40143,3696,0,0,42105,3925,0,0,40822,3802,0,0,39403,3703,0,0,39326,3761,0,0,39915,3697,0,0,39012,3771,0,0,39442,4073,0,0,39149,3982,0,0,41703,3886,0,0,40251,3759,0,11862,123420,0,0,0,1930630680851613,1930750905889953,1930750905892758,1930630681437768
28,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,131,4500,4500,2097152,512,32768,0,4,132,32,64,0x0,0x79ba982760c0,33554432,319206348,25536561000,0,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,339738624.0,0,572984471,35999065,0,0,589591890,37229524,0,0,592701799,37025269,0,0,596894645,37445347,0,0,596678337,36052224,0,0,593524534,36023436,0,0,624331491,37792521,0,0,607340053,36820884,0,0,570807192,36116162,0,0,589378815,37306126,0,0,592569226,37293726,0,0,596584243,37548152,0,0,596477795,36119912,0,0,593342520,36007247,0,0,624263930,37914197,0,0,607157971,36780287,0,8655,72112484,75,66535864,0,1930630682468070,1930750905914269,1930750910341729,1930630687979930
29,__amd_rocclr_copyBuffer.kd,2,0,137,4500,4500,1024,512,0,0,16,0,32,64,0x0,0x79ba982aba80,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,512.0,0,38648,3820,0,0,38906,3910,0,0,38880,3698,0,0,38524,3727,0,0,39384,3837,0,0,39081,3738,0,0,39428,3970,0,0,39999,3805,0,0,39046,3610,0,0,38802,3699,0,0,39452,3612,0,0,39108,3714,0,0,39065,4027,0,0,38698,3963,0,0,39177,3836,0,0,39806,3716,0,11900,122225,0,0,0,1930630692153103,1930750913443310,1930750913446234,1930630692707622
30,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,140,4500,4500,2097152,512,32768,0,4,132,32,64,0x0,0x79ba982760c0,33554432,319204585,25536321384,0,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,339738624.0,0,550964333,36350336,0,0,566276202,37626109,0,0,570355184,37391098,0,0,572434821,38089425,0,0,573817246,36340587,0,0,570080987,36279327,0,0,601269923,38202207,0,0,583084845,37188403,0,0,549019576,36290170,0,0,566521709,38006290,0,0,570262426,37408904,0,0,572396703,38264082,0,0,573656937,36324416,0,0,570141246,36320909,0,0,601219352,38246018,0,0,583119892,37202765,0,8638,72043910,0,66432308,0,1930630693725105,1930750913468066,1930750917890077,1930630699240100
31,__amd_rocclr_copyBuffer.kd,2,0,146,4500,4500,1024,512,0,0,16,0,32,64,0x0,0x79ba982aba80,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,512.0,0,38657,3864,0,0,38876,3919,0,0,41374,3665,0,0,38579,3716,0,0,40034,4157,0,0,39681,3715,0,0,39865,3951,0,0,40114,3789,0,0,38825,3991,0,0,38759,3730,0,0,39930,3653,0,0,38708,3692,0,0,39932,4087,0,0,39225,3939,0,0,39527,3856,0,0,40044,3725,0,11864,123826,0,0,0,1930630703595613,1930750920991538,1930750920994703,1930630704168179
32,"void custom_kernel<1, false, false>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, float*, int, int, int) [clone .kd]",2,0,149,4500,4500,2097152,512,32768,0,4,132,32,64,0x0,0x79ba982760c0,33554432,319205930,25536587182,0,0,0,0,0,0.0,0.0,1048576.0,0.0,0.0,304.0,339738624.0,0,589562500,35953766,0,0,606431691,37151665,0,0,610344781,37035317,0,0,613726559,37599332,0,0,614177848,35885844,0,0,610647264,35741357,0,0,643203216,37688353,0,0,624465448,36509168,0,0,587376706,36000311,0,0,606369191,37262713,0,0,610500007,37125919,0,0,613745905,37504756,0,0,613983960,35858776,0,0,610520118,35713001,0,0,643333952,37638182,0,0,624486947,36538802,0,8632,71952249,0,66422551,0,1930630705221584,1930750921018818,1930750925445637,1930630711357947
33,"ref_kernel(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, int, int, int) [clone .kd]",2,0,151,4500,4500,67108864,256,0,0,52,4,48,64,0x0,0x79ba98275fc0,0,0,0,0,0,0,0,0,0.0,0.0,17315135488.0,0.0,0.0,304.0,69323456512.0,0,280108241677,154953146,0,0,306958422707,162649485,0,0,292311130732,159269221,0,0,303956338711,164006748,0,0,305989042781,163036136,0,0,332631893140,167962682,0,0,321374173609,171003281,0,0,323688389970,168656287,0,0,278819223292,154744917,0,0,306901974672,162641193,0,0,292059176868,159156160,0,0,303939985275,163298198,0,0,305891418101,162163573,0,0,332532903353,167145106,0,0,321303811930,170197229,0,0,323444992460,167770660,0,9242,2876247929,307,557289391,0,1930630711947378,1930750925516017,1930751141927685,1930630930552045
