workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_series,gpu_model,gpu_arch,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,chip_id,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,hbm_bw,num_xcd
gemm_fp8,./gemm_fp8,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF,Sun 15 Jun 2025 03:51:57 AM  (UTC),3,gpu-10,AMD EPYC 9575F 64-Core Processor,"American Megatrends International, LLC.1.3",Ubuntu 24.04.2 LTS,6.5.0-45-generic,,3170235780,,6.4.1-83,113-M3250101-100,SPX,NPS1,MI300,MI300,gfx942,32,4096,304,4,32,64,1024,29861,32,2100,1500,2100,1500,16,32,160,4,768.0,1
